code_key,code,Close,Vol_Ratio,Pattern,select_time,symbol,sector_code_name,industry_name,strategy_name,date
600467,600467.SH,3.02,1.72,1板2调,2025-12-05,好当家,必需消费品,渔业,n_pattern_rebound,20251205
000593,000593.SZ,12.700000000000001,0.66,1板3调,2025-12-05,德龙汇能,公用事业,燃气生产和供应业,n_pattern_rebound,20251205
603359,603359.SH,8.59,2.18,1板1调,2025-12-05,东珠生态,工业,生态保护和环境治理业,n_pattern_rebound,20251205
301148,301148.SZ,55.22,1.46,1板3调,2025-12-05,嘉戎技术,工业,生态保护和环境治理业,n_pattern_rebound,20251205
600509,600509.SH,9.18,1.99,1板1调,2025-12-05,天富能源,公用事业,电力、热力生产和供应业,n_pattern_rebound,20251205
000993,000993.SZ,14.14,1.51,1板2调,2025-12-05,闽东电力,公用事业,电力、热力生产和供应业,n_pattern_rebound,20251205
000735,000735.SZ,9.18,1.1,1板3调,2025-12-05,罗牛山,必需消费品,畜牧业,n_pattern_rebound,20251205
603113,603113.SH,6.8,0.63,1板3调,2025-12-05,金能科技,能源,石油加工、炼焦和核燃料加工业,n_pattern_rebound,20251205
003016,003016.SZ,10.26,2.02,1板2调,2025-12-05,欣贺股份,非必须消费品,纺织服装、服饰业,n_pattern_rebound,20251205
000571,000571.SZ,6.37,1.39,1板2调,2025-12-05,新大洲A,能源,综合,n_pattern_rebound,20251205
002512,002512.SZ,6.48,1.8,1板1调,2025-12-05,达华智能,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251205
002925,002925.SZ,18.93,2.61,1板1调,2025-12-05,盈趣科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251205
600118,600118.SH,48.31,2.03,1板1调,2025-12-05,中国卫星,工业,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251205
000536,000536.SZ,6.0200000000000005,1.07,1板2调,2025-12-05,华映科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251205
002913,002913.SZ,39.09,1.2,1板2调,2025-12-05,奥士康,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251205
600707,600707.SH,6.630000000000001,2.2,1板2调,2025-12-05,彩虹股份,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251205
301191,301191.SZ,101.77,1.09,1板3调,2025-12-05,菲菱科思,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251205
603106,603106.SH,12.850000000000001,1.03,1板3调,2025-12-05,恒银科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251205
300250,300250.SZ,29.560000000000002,2.44,1板1调,2025-12-05,初灵信息,信息技术,软件和信息技术服务业,n_pattern_rebound,20251205
002347,002347.SZ,7.4799999999999995,4.91,1板1调,2025-12-05,泰尔股份,工业,通用设备制造业,n_pattern_rebound,20251205
002520,002520.SZ,6.62,7.43,1板1调,2025-12-05,日发精机,工业,通用设备制造业,n_pattern_rebound,20251205
600592,600592.SH,28.18,2.79,1板1调,2025-12-05,龙溪股份,工业,通用设备制造业,n_pattern_rebound,20251205
000530,000530.SZ,7.5600000000000005,1.16,1板3调,2025-12-05,冰山冷热,工业,通用设备制造业,n_pattern_rebound,20251205
600033,600033.SH,4.35,1.01,1板3调,2025-12-05,福建高速,工业,道路运输业,n_pattern_rebound,20251205
603711,603711.SH,15.41,1.84,1板2调,2025-12-05,香飘飘,必需消费品,酒、饮料和精制茶制造业,n_pattern_rebound,20251205
300885,300885.SZ,27.599999999999998,2.43,1板1调,2025-12-05,海昌新材,工业,金属制品业,n_pattern_rebound,20251205
300946,300946.SZ,56.910000000000004,3.91,1板1调,2025-12-05,恒而达,工业,金属制品业,n_pattern_rebound,20251205
002487,002487.SZ,58.2,1.42,1板2调,2025-12-05,大金重工,工业,金属制品业,n_pattern_rebound,20251205
600272,600272.SH,16.860000000000003,1.04,1板3调,2025-12-05,开开实业,必需消费品,零售业,n_pattern_rebound,20251205
600678,600678.SH,12.07,1.81,1板1调,2025-12-05,四川金顶,原材料,非金属矿物制品业,n_pattern_rebound,20251205
002671,002671.SZ,5.720000000000001,1.6,1板2调,2025-12-05,龙泉股份,原材料,非金属矿物制品业,n_pattern_rebound,20251205
600172,600172.SH,6.64,1.0,1板2调,2025-12-05,黄河旋风,原材料,非金属矿物制品业,n_pattern_rebound,20251205
600724,600724.SH,5.6,0.76,1板3调,2025-12-05,宁波富达,房地产,非金属矿物制品业,n_pattern_rebound,20251205
600408,600408.SH,5.26,0.94,1板2调,2025-12-05,安泰集团,原材料,黑色金属冶炼和压延加工业,n_pattern_rebound,20251205
